=== PHASE A: Spawning child, writing pattern, sustained hold ===
4, 195.60, 0
HOLD 2026-07-30T05:43:36.628298 966, 247.15, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:36.937625 966, 247.19, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:37.079633 966, 247.12, 0
4, 195.74, 0
HOLD 2026-07-30T05:43:37.354727 966, 247.10, 0
4, 195.73, 0
HOLD 2026-07-30T05:43:37.510772 966, 247.06, 0
4, 195.73, 0
HOLD 2026-07-30T05:43:37.653032 966, 247.05, 0
4, 195.71, 0
HOLD 2026-07-30T05:43:37.800920 966, 247.09, 0
4, 195.69, 0
HOLD 2026-07-30T05:43:37.942269 966, 247.07, 0
4, 195.69, 0
HOLD 2026-07-30T05:43:38.106890 966, 247.15, 0
4, 195.70, 0
HOLD 2026-07-30T05:43:38.389043 966, 247.17, 0
4, 195.69, 0
HOLD 2026-07-30T05:43:38.537538 966, 247.24, 0
4, 195.64, 0
HOLD 2026-07-30T05:43:38.823896 966, 247.24, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:38.967326 966, 247.17, 0
4, 195.69, 0
HOLD 2026-07-30T05:43:39.253666 966, 247.08, 0
4, 195.70, 0
HOLD 2026-07-30T05:43:39.515791 966, 247.07, 0
4, 195.70, 0
HOLD 2026-07-30T05:43:39.666884 966, 247.02, 0
4, 195.67, 0
HOLD 2026-07-30T05:43:40.022795 966, 247.05, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:40.163994 966, 247.04, 0
4, 195.61, 0
HOLD 2026-07-30T05:43:40.336763 966, 247.11, 0
4, 195.61, 0
HOLD 2026-07-30T05:43:40.479869 966, 247.10, 0
4, 195.60, 0
HOLD 2026-07-30T05:43:40.780197 966, 247.15, 0
4, 195.60, 0
HOLD 2026-07-30T05:43:40.945645 966, 247.18, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:41.231952 966, 247.11, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:41.524201 966, 247.10, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:41.674111 966, 247.10, 0
4, 195.74, 0
HOLD 2026-07-30T05:43:41.820692 966, 247.01, 0
4, 195.74, 0
HOLD 2026-07-30T05:43:42.117522 966, 247.02, 0
4, 195.74, 0
HOLD 2026-07-30T05:43:42.264448 966, 247.05, 0
4, 195.68, 0
HOLD 2026-07-30T05:43:42.560096 966, 247.06, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:42.715489 966, 247.04, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:43.011561 966, 247.04, 0
4, 195.53, 0
HOLD 2026-07-30T05:43:43.433274 966, 247.07, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:43.752183 966, 247.15, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:44.104434 966, 247.10, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:44.445699 966, 247.08, 0
4, 195.57, 0
HOLD 2026-07-30T05:43:44.593193 966, 247.07, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:44.735887 966, 247.04, 0
4, 195.60, 0
HOLD 2026-07-30T05:43:45.025645 966, 247.07, 0
4, 195.57, 0
HOLD 2026-07-30T05:43:45.171329 966, 247.12, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:45.320620 966, 247.12, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:45.658749 966, 247.12, 0
4, 195.54, 0
HOLD 2026-07-30T05:43:45.924888 966, 247.10, 0
4, 195.59, 0
HOLD 2026-07-30T05:43:46.109319 966, 247.12, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:46.420189 966, 247.11, 0
4, 195.71, 0
HOLD 2026-07-30T05:43:46.696929 966, 247.12, 0
4, 195.73, 0
HOLD 2026-07-30T05:43:46.992875 966, 247.12, 0
4, 195.70, 0
HOLD 2026-07-30T05:43:47.334114 966, 247.14, 0
4, 195.68, 0
HOLD 2026-07-30T05:43:47.500256 966, 247.07, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:47.861544 966, 247.10, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:48.016111 966, 247.09, 0
4, 195.57, 0
HOLD 2026-07-30T05:43:48.307688 966, 247.01, 0
4, 195.54, 0
HOLD 2026-07-30T05:43:48.455520 966, 247.01, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:48.735538 966, 247.06, 0
4, 195.60, 0
HOLD 2026-07-30T05:43:48.877588 966, 247.07, 0
4, 195.64, 0
HOLD 2026-07-30T05:43:49.025185 966, 247.01, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:49.167064 966, 247.03, 0
4, 195.71, 0
HOLD 2026-07-30T05:43:49.316425 966, 247.12, 0
4, 195.67, 0
HOLD 2026-07-30T05:43:49.676008 966, 247.14, 0
4, 195.67, 0
HOLD 2026-07-30T05:43:49.855451 966, 247.12, 0
4, 195.64, 0
HOLD 2026-07-30T05:43:50.077984 966, 247.15, 0
4, 195.58, 0
HOLD 2026-07-30T05:43:50.225993 966, 247.14, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:50.542729 966, 247.12, 0
4, 195.52, 0
HOLD 2026-07-30T05:43:50.854228 966, 247.11, 0
4, 195.53, 0
HOLD 2026-07-30T05:43:51.021244 966, 247.06, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:51.166942 966, 247.05, 0
4, 195.64, 0
HOLD 2026-07-30T05:43:51.377863 966, 247.06, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:51.587058 966, 247.06, 0
4, 195.63, 0
HOLD 2026-07-30T05:43:51.731393 966, 247.03, 0
4, 195.61, 0
HOLD 2026-07-30T05:43:52.020423 966, 247.10, 0
4, 195.59, 0
HOLD 2026-07-30T05:43:52.164196 966, 247.12, 0
4, 195.51, 0
HOLD 2026-07-30T05:43:52.313540 966, 247.12, 0
4, 195.52, 0
HOLD 2026-07-30T05:43:52.457820 966, 247.13, 0
4, 195.51, 0
HOLD 2026-07-30T05:43:52.607807 966, 247.15, 0
4, 195.49, 0
HOLD 2026-07-30T05:43:52.752732 966, 247.21, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:53.029313 966, 247.19, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:53.171357 966, 247.18, 0
4, 195.58, 0
HOLD 2026-07-30T05:43:53.454809 966, 247.21, 0
4, 195.63, 0
HOLD 2026-07-30T05:43:53.603854 966, 247.20, 0
4, 195.63, 0
HOLD 2026-07-30T05:43:53.749856 966, 247.21, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:54.109071 966, 247.18, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:54.254639 966, 247.18, 0
4, 195.66, 0
HOLD 2026-07-30T05:43:54.412494 966, 247.14, 0
4, 195.65, 0
HOLD 2026-07-30T05:43:54.554299 966, 247.14, 0
4, 195.61, 0
HOLD 2026-07-30T05:43:54.858205 966, 247.14, 0
4, 195.54, 0
HOLD 2026-07-30T05:43:55.002199 966, 247.09, 0
4, 195.53, 0
HOLD 2026-07-30T05:43:55.154041 966, 247.11, 0
4, 195.49, 0
HOLD 2026-07-30T05:43:55.452200 966, 247.12, 0
4, 195.47, 0
HOLD 2026-07-30T05:43:55.605411 966, 247.09, 0
4, 195.48, 0
HOLD 2026-07-30T05:43:55.903450 966, 247.09, 0
4, 195.51, 0
HOLD 2026-07-30T05:43:56.077688 966, 247.06, 0
4, 195.51, 0
HOLD 2026-07-30T05:43:56.343953 966, 247.10, 0
4, 195.53, 0
HOLD 2026-07-30T05:43:56.701612 966, 247.19, 0
4, 195.62, 0
HOLD 2026-07-30T05:43:56.855480 966, 247.19, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:57.005286 966, 247.16, 0
4, 195.52, 0
HOLD 2026-07-30T05:43:57.151281 966, 247.23, 0
4, 195.48, 0
HOLD 2026-07-30T05:43:57.434718 966, 247.29, 0
4, 195.46, 0
HOLD 2026-07-30T05:43:57.575344 966, 247.27, 0
4, 195.45, 0
HOLD 2026-07-30T05:43:57.723050 966, 247.29, 0
4, 195.47, 0
HOLD 2026-07-30T05:43:58.018426 966, 247.24, 0
4, 195.50, 0
HOLD 2026-07-30T05:43:58.164997 966, 247.25, 0
4, 195.51, 0
HOLD 2026-07-30T05:43:58.317426 966, 247.22, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:58.459542 966, 247.15, 0
4, 195.56, 0
HOLD 2026-07-30T05:43:58.757083 966, 247.16, 0
4, 195.55, 0
HOLD 2026-07-30T05:43:58.905186 966, 247.15, 0
4, 195.54, 0
HOLD 2026-07-30T05:43:59.217657 966, 247.11, 0
4, 195.54, 0
HOLD 2026-07-30T05:43:59.359030 966, 247.10, 0
4, 195.47, 0
HOLD 2026-07-30T05:43:59.508966 966, 247.11, 0
4, 195.45, 0
HOLD 2026-07-30T05:43:59.651471 966, 247.00, 0
4, 195.45, 0
HOLD 2026-07-30T05:44:00.019554 966, 247.06, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:00.160835 966, 247.09, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:00.310009 966, 247.12, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:00.451702 966, 247.11, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:00.595814 966, 247.14, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:00.838400 966, 247.09, 0
4, 195.38, 0
HOLD 2026-07-30T05:44:01.175503 966, 247.07, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:01.339978 966, 247.06, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:01.639736 966, 247.05, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:01.778487 966, 247.15, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:02.085843 966, 247.16, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:02.234926 966, 247.14, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:02.377136 966, 247.12, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:02.697885 966, 247.14, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:02.843145 966, 247.14, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:02.983971 966, 247.10, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:03.310202 966, 247.11, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:03.615599 966, 247.04, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:03.936530 966, 246.98, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:04.077336 966, 247.02, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:04.681465 966, 247.01, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:04.824460 966, 247.11, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:05.110485 966, 247.06, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:05.431478 966, 247.09, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:05.730142 966, 247.09, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:05.874536 966, 247.05, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:06.168808 966, 247.06, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:06.664134 966, 247.06, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:06.815845 966, 247.08, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:07.168114 966, 247.04, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:07.522164 966, 247.01, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:07.826968 966, 247.05, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:07.969889 966, 247.02, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:08.250395 966, 247.07, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:08.406091 966, 247.05, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:08.713144 966, 247.06, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:08.860648 966, 247.07, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:09.012430 966, 247.11, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:09.304366 966, 247.15, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:09.618918 966, 247.15, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:09.761584 966, 247.18, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:10.072758 966, 247.16, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:10.371649 966, 247.06, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:10.740547 966, 247.04, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:10.881226 966, 246.99, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:11.203600 966, 246.97, 0
4, 195.40, 0
HOLD 2026-07-30T05:44:11.357072 966, 247.00, 0
4, 195.35, 0
HOLD 2026-07-30T05:44:11.656952 966, 247.03, 0
4, 195.34, 0
HOLD 2026-07-30T05:44:11.983328 966, 247.10, 0
4, 195.38, 0
HOLD 2026-07-30T05:44:12.128347 966, 247.21, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:12.460750 966, 247.19, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:12.610570 966, 247.17, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:12.867210 966, 247.11, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:13.352312 966, 247.05, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:13.501211 966, 247.09, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:13.657617 966, 247.09, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:13.928855 966, 247.02, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:14.312923 966, 247.01, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:14.460306 966, 247.01, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:14.615191 966, 247.00, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:14.882791 966, 247.03, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:15.217559 966, 247.03, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:15.366698 966, 247.07, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:15.519949 966, 247.08, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:15.766952 966, 247.14, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:16.097121 966, 247.13, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:16.238945 966, 247.17, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:16.536008 966, 247.06, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:16.896817 966, 247.09, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:17.040532 966, 247.07, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:17.191299 966, 247.06, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:17.333525 966, 247.06, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:17.655765 966, 247.18, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:18.009160 966, 247.20, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:18.155357 966, 247.18, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:18.301284 966, 247.18, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:18.548299 966, 247.15, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:18.693332 966, 247.01, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:18.992304 966, 246.97, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:19.136720 966, 246.96, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:19.277479 966, 246.96, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:19.421218 966, 246.93, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:19.563494 966, 246.98, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:19.922009 966, 247.10, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:20.066315 966, 247.09, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:20.450423 966, 247.12, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:20.604922 966, 247.13, 0
4, 195.45, 0
HOLD 2026-07-30T05:44:20.751301 966, 247.02, 0
4, 195.45, 0
HOLD 2026-07-30T05:44:21.031963 966, 247.01, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:21.174819 966, 247.06, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:21.321667 966, 247.09, 0
4, 195.37, 0
HOLD 2026-07-30T05:44:21.578717 966, 247.11, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:21.846683 966, 247.18, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:21.985640 966, 247.16, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:22.554669 966, 247.18, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:22.708072 966, 247.19, 0
4, 195.39, 0
HOLD 2026-07-30T05:44:22.867478 966, 247.15, 0
4, 195.40, 0
HOLD 2026-07-30T05:44:23.156973 966, 247.09, 0
4, 195.37, 0
HOLD 2026-07-30T05:44:23.484558 966, 247.06, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:23.766578 966, 247.02, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:23.916914 966, 246.97, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:24.061261 966, 246.98, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:24.212193 966, 246.98, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:24.356196 966, 247.01, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:24.709454 966, 246.98, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:24.854941 966, 247.03, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:25.126711 966, 247.02, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:25.267690 966, 246.94, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:25.556095 966, 246.94, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:25.719992 966, 246.96, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:25.981771 966, 246.97, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:26.127736 966, 246.99, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:26.270301 966, 247.07, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:26.421859 966, 247.19, 0
4, 195.45, 0
HOLD 2026-07-30T05:44:26.564132 966, 247.11, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:26.866224 966, 247.12, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:27.018480 966, 247.12, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:27.159296 966, 247.11, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:27.310075 966, 247.05, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:27.453193 966, 247.10, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:27.727384 966, 247.14, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:27.871223 966, 247.16, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:28.043731 966, 247.18, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:28.348062 966, 247.19, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:28.489084 966, 247.04, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:28.777809 966, 247.08, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:28.923082 966, 247.04, 0
4, 195.39, 0
HOLD 2026-07-30T05:44:29.207248 966, 247.07, 0
4, 195.38, 0
HOLD 2026-07-30T05:44:29.351584 966, 247.05, 0
4, 195.36, 0
HOLD 2026-07-30T05:44:29.498719 966, 247.15, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:29.775476 966, 247.12, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:30.041596 966, 247.09, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:30.322053 966, 247.12, 0
4, 195.62, 0
HOLD 2026-07-30T05:44:30.674815 966, 247.14, 0
4, 195.62, 0
HOLD 2026-07-30T05:44:30.825048 966, 247.22, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:30.979076 966, 247.21, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:31.317453 966, 247.14, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:31.461739 966, 247.12, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:31.773204 966, 247.11, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:31.921386 966, 247.10, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:32.186161 966, 247.10, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:32.327250 966, 247.07, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:32.619417 966, 247.10, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:32.766047 966, 247.03, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:33.043987 966, 247.02, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:33.189037 966, 247.05, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:33.363739 966, 247.07, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:33.631679 966, 247.05, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:33.776617 966, 247.12, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:33.922947 966, 247.10, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:34.065315 966, 247.10, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:34.396359 966, 247.13, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:34.543521 966, 247.06, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:34.683520 966, 247.10, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:34.826230 966, 247.09, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:34.968339 966, 247.07, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:35.114234 966, 247.06, 0
4, 195.52, 0
HOLD 2026-07-30T05:44:35.252950 966, 247.01, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:35.397816 966, 246.99, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:35.539203 966, 247.01, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:35.679392 966, 247.05, 0
4, 195.45, 0
HOLD 2026-07-30T05:44:35.823109 966, 247.09, 0
4, 195.46, 0
HOLD 2026-07-30T05:44:35.963148 966, 247.13, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:36.115806 966, 247.10, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:36.276341 966, 247.18, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:36.577363 966, 247.16, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:36.731442 966, 247.10, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:37.024391 966, 247.11, 0
4, 195.59, 0
HOLD 2026-07-30T05:44:37.164407 966, 247.12, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:37.314825 966, 247.10, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:37.457457 966, 247.06, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:37.755419 966, 247.02, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:38.158846 966, 247.04, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:38.309038 966, 247.08, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:38.451192 966, 247.12, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:38.750196 966, 247.14, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:38.894859 966, 247.15, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:39.147032 966, 247.06, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:39.511687 966, 247.05, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:39.651063 966, 247.03, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:39.793962 966, 247.01, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:39.938973 966, 247.00, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:40.078381 966, 247.05, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:40.359739 966, 247.05, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:40.510669 966, 247.07, 0
4, 195.63, 0
HOLD 2026-07-30T05:44:40.757740 966, 247.09, 0
4, 195.63, 0
HOLD 2026-07-30T05:44:40.907578 966, 247.00, 0
4, 195.66, 0
HOLD 2026-07-30T05:44:41.205496 966, 246.99, 0
4, 195.63, 0
HOLD 2026-07-30T05:44:41.363380 966, 247.00, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:41.622482 966, 247.01, 0
4, 195.55, 0
HOLD 2026-07-30T05:44:41.884811 966, 247.05, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:42.036197 966, 247.06, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:42.309410 966, 247.08, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:42.672531 966, 247.08, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:42.956331 966, 247.08, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:43.103405 966, 247.09, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:43.321956 966, 247.15, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:43.612431 966, 247.18, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:43.752923 966, 247.23, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:44.015921 966, 247.24, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:44.354371 966, 247.16, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:44.649828 966, 247.12, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:44.789550 966, 247.09, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:45.076986 966, 247.10, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:45.410526 966, 247.08, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:45.653442 966, 247.13, 0
4, 195.56, 0
HOLD 2026-07-30T05:44:45.799766 966, 247.16, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:45.945565 966, 247.11, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:46.086207 966, 247.15, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:46.352164 966, 247.08, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:46.495801 966, 247.12, 0
4, 195.64, 0
HOLD 2026-07-30T05:44:46.635545 966, 247.09, 0
4, 195.61, 0
HOLD 2026-07-30T05:44:46.928183 966, 247.09, 0
4, 195.60, 0
HOLD 2026-07-30T05:44:47.211209 966, 247.11, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:47.568115 966, 247.14, 0
4, 195.54, 0
HOLD 2026-07-30T05:44:47.716335 966, 247.14, 0
4, 195.57, 0
HOLD 2026-07-30T05:44:48.003106 966, 247.09, 0
4, 195.58, 0
HOLD 2026-07-30T05:44:48.152091 966, 247.12, 0
4, 195.49, 0
HOLD 2026-07-30T05:44:48.442867 966, 247.16, 0
4, 195.53, 0
HOLD 2026-07-30T05:44:48.743101 966, 247.20, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:49.285114 966, 247.23, 0
4, 195.50, 0
HOLD 2026-07-30T05:44:49.433121 966, 247.11, 0
4, 195.41, 0
HOLD 2026-07-30T05:44:49.707926 966, 247.09, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:49.963290 966, 247.12, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:50.312697 966, 247.10, 0
4, 195.44, 0
HOLD 2026-07-30T05:44:50.629781 966, 247.11, 0
4, 195.42, 0
HOLD 2026-07-30T05:44:50.772987 966, 247.09, 0
4, 195.43, 0
HOLD 2026-07-30T05:44:51.125474 966, 247.15, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:51.267500 966, 247.16, 0
4, 195.47, 0
HOLD 2026-07-30T05:44:51.416943 966, 247.28, 0
4, 195.51, 0
HOLD 2026-07-30T05:44:51.912259 966, 247.27, 0
4, 195.48, 0
HOLD 2026-07-30T05:44:52.076695 966, 247.23, 0
4, 195.50, 0
